Operation: R17, Current Value: 67, Part1: 0, Part2: 0
Operation: R89, Current Value: 0, Part1: 330, Part2: 1836
Operation: L88, Current Value: 12, Part1: 330, Part2: 1837
Operation: L198, Current Value: 14, Part1: 330, Part2: 1839
Operation: R95, Current Value: 9, Part1: 330, Part2: 1840
Operation: L98, Current Value: 11, Part1: 330, Part2: 1841
Operation: R53, Current Value: 64, Part1: 330, Part2: 1841
Operation: L664, Current Value: 0, Part1: 331, Part2: 1847
Operation: L11, Current Value: 89, Part1: 331, Part2: 1848
Operation: L89, Current Value: 0, Part1: 332, Part2: 1848
Operation: R20, Current Value: 20, Part1: 332, Part2: 1848
Operation: R80, Current Value: 0, Part1: 333, Part2: 1849
Operation: L17, Current Value: 83, Part1: 333, Part2: 1850
Operation: L81, Current Value: 2, Part1: 333, Part2: 1850
Operation: L187, Current Value: 15, Part1: 333, Part2: 1852
Operation: L83, Current Value: 32, Part1: 333, Part2: 1853
Operation: R62, Current Value: 94, Part1: 333, Part2: 1853
Operation: R88, Current Value: 82, Part1: 333, Part2: 1854
Operation: R477, Current Value: 59, Part1: 333, Part2: 1859
Operation: L259, Current Value: 0, Part1: 334, Part2: 1861
Operation: L80, Current Value: 20, Part1: 334, Part2: 1862
Operation: R80, Current Value: 0, Part1: 335, Part2: 1863
Operation: L63, Current Value: 37, Part1: 335, Part2: 1864
Operation: R363, Current Value: 0, Part1: 336, Part2: 1868
Operation: L362, Current Value: 38, Part1: 336, Part2: 1872
Operation: L38, Current Value: 0, Part1: 337, Part2: 1872
Operation: L4, Current Value: 96, Part1: 337, Part2: 1873
Operation: R73, Current Value: 69, Part1: 337, Part2: 1874
Operation: R31, Current Value: 0, Part1: 338, Part2: 1875
Operation: L90, Current Value: 10, Part1: 338, Part2: 1876
Operation: L86, Current Value: 24, Part1: 338, Part2: 1877
Operation: R776, Current Value: 0, Part1: 339, Part2: 1885
Operation: L43, Current Value: 57, Part1: 339, Part2: 1886
Operation: R13, Current Value: 70, Part1: 339, Part2: 1886
Operation: R25, Current Value: 95, Part1: 339, Part2: 1886
Operation: L65, Current Value: 30, Part1: 339, Part2: 1886
Operation: L91, Current Value: 39, Part1: 339, Part2: 1887
Operation: L857, Current Value: 82, Part1: 339, Part2: 1896
Operation: L38, Current Value: 44, Part1: 339, Part2: 1896
Operation: R47, Current Value: 91, Part1: 339, Part2: 1896
Operation: R909, Current Value: 0, Part1: 340, Part2: 1906
Operation: R56, Current Value: 56, Part1: 340, Part2: 1906
Operation: R156, Current Value: 12, Part1: 340, Part2: 1908
Operation: R72, Current Value: 84, Part1: 340, Part2: 1908
Operation: L90, Current Value: 94, Part1: 340, Part2: 1909
Operation: R84, Current Value: 78, Part1: 340, Part2: 1910
Operation: R22, Current Value: 0, Part1: 341, Part2: 1911
Operation: L40, Current Value: 60, Part1: 341, Part2: 1912
Operation: R44, Current Value: 4, Part1: 341, Part2: 1913
Operation: L544, Current Value: 60, Part1: 341, Part2: 1919
Operation: L79, Current Value: 81, Part1: 341, Part2: 1920
Operation: R57, Current Value: 38, Part1: 341, Part2: 1921
Operation: L176, Current Value: 62, Part1: 341, Part2: 1923
Operation: L49, Current Value: 13, Part1: 341, Part2: 1923
Operation: L842, Current Value: 71, Part1: 341, Part2: 1932
Operation: R29, Current Value: 0, Part1: 342, Part2: 1933
Operation: R816, Current Value: 16, Part1: 342, Part2: 1941
Operation: L16, Current Value: 0, Part1: 343, Part2: 1941
Operation: R14, Current Value: 14, Part1: 343, Part2: 1941
Operation: L63, Current Value: 51, Part1: 343, Part2: 1942
Operation: L21, Current Value: 30, Part1: 343, Part2: 1942
Operation: R25, Current Value: 55, Part1: 343, Part2: 1942
Operation: R45, Current Value: 0, Part1: 344, Part2: 1943
Operation: R30, Current Value: 30, Part1: 344, Part2: 1943
Operation: L30, Current Value: 0, Part1: 345, Part2: 1943
Operation: R78, Current Value: 78, Part1: 345, Part2: 1943
Operation: R22, Current Value: 0, Part1: 346, Part2: 1944
Operation: L11, Current Value: 89, Part1: 346, Part2: 1945
Operation: L89, Current Value: 0, Part1: 347, Part2: 1945
Operation: R46, Current Value: 46, Part1: 347, Part2: 1945
Operation: L35, Current Value: 11, Part1: 347, Part2: 1945
Operation: R89, Current Value: 0, Part1: 348, Part2: 1946
Operation: L93, Current Value: 7, Part1: 348, Part2: 1947
Operation: L23, Current Value: 84, Part1: 348, Part2: 1948
Operation: R69, Current Value: 53, Part1: 348, Part2: 1949
Operation: R33, Current Value: 86, Part1: 348, Part2: 1949
Operation: R12, Current Value: 98, Part1: 348, Part2: 1949
Operation: L286, Current Value: 12, Part1: 348, Part2: 1951
Operation: R88, Current Value: 0, Part1: 349, Part2: 1952
Operation: L93, Current Value: 7, Part1: 349, Part2: 1953
Operation: R85, Current Value: 92, Part1: 349, Part2: 1953
Operation: R9, Current Value: 1, Part1: 349, Part2: 1954
Operation: R87, Current Value: 88, Part1: 349, Part2: 1954
Operation: R12, Current Value: 0, Part1: 350, Part2: 1955
Operation: R92, Current Value: 92, Part1: 350, Part2: 1955
Operation: R64, Current Value: 56, Part1: 350, Part2: 1956
Operation: R454, Current Value: 10, Part1: 350, Part2: 1961
Operation: R17, Current Value: 27, Part1: 350, Part2: 1961
Operation: R2, Current Value: 29, Part1: 350, Part2: 1961
Operation: R71, Current Value: 0, Part1: 351, Part2: 1962
Operation: R78, Current Value: 78, Part1: 351, Part2: 1962
Operation: R41, Current Value: 19, Part1: 351, Part2: 1963
Operation: R581, Current Value: 0, Part1: 352, Part2: 1969
Operation: L525, Current Value: 75, Part1: 352, Part2: 1975
Operation: R25, Current Value: 0, Part1: 353, Part2: 1976
Operation: R94, Current Value: 94, Part1: 353, Part2: 1976
Operation: L94, Current Value: 0, Part1: 354, Part2: 1976
Operation: L21, Current Value: 79, Part1: 354, Part2: 1977
Operation: L79, Current Value: 0, Part1: 355, Part2: 1977
Operation: L22, Current Value: 78, Part1: 355, Part2: 1978
Operation: R94, Current Value: 72, Part1: 355, Part2: 1979
Operation: L59, Current Value: 13, Part1: 355, Part2: 1979
Operation: L813, Current Value: 0, Part1: 356, Part2: 1987
Operation: L70, Current Value: 30, Part1: 356, Part2: 1988
Operation: L63, Current Value: 67, Part1: 356, Part2: 1989
Operation: R933, Current Value: 0, Part1: 357, Part2: 1999
Operation: R43, Current Value: 43, Part1: 357, Part2: 1999
Operation: L43, Current Value: 0, Part1: 358, Part2: 1999
Operation: L75, Current Value: 25, Part1: 358, Part2: 2000
Operation: L25, Current Value: 0, Part1: 359, Part2: 2000
Operation: L363, Current Value: 37, Part1: 359, Part2: 2004
Operation: R63, Current Value: 0, Part1: 360, Part2: 2005
Operation: L88, Current Value: 12, Part1: 360, Part2: 2006
Operation: L612, Current Value: 0, Part1: 361, Part2: 2012
Operation: R62, Current Value: 62, Part1: 361, Part2: 2012
Operation: L3, Current Value: 59, Part1: 361, Part2: 2012
Operation: L59, Current Value: 0, Part1: 362, Part2: 2012
Operation: L609, Current Value: 91, Part1: 362, Part2: 2019
Operation: L791, Current Value: 0, Part1: 363, Part2: 2026
Operation: R46, Current Value: 46, Part1: 363, Part2: 2026
Operation: R65, Current Value: 11, Part1: 363, Part2: 2027
Operation: L8, Current Value: 3, Part1: 363, Part2: 2027
Operation: L9, Current Value: 94, Part1: 363, Part2: 2028
Operation: L45, Current Value: 49, Part1: 363, Part2: 2028
Operation: R11, Current Value: 60, Part1: 363, Part2: 2028
Operation: R57, Current Value: 17, Part1: 363, Part2: 2029
Operation: R245, Current Value: 62, Part1: 363, Part2: 2031
Operation: L784, Current Value: 78, Part1: 363, Part2: 2039
Operation: R72, Current Value: 50, Part1: 363, Part2: 2040
Operation: R47, Current Value: 97, Part1: 363, Part2: 2040
Operation: R13, Current Value: 10, Part1: 363, Part2: 2041
Operation: L910, Current Value: 0, Part1: 364, Part2: 2050
Operation: R97, Current Value: 97, Part1: 364, Part2: 2050
Operation: L97, Current Value: 0, Part1: 365, Part2: 2050
Operation: R96, Current Value: 96, Part1: 365, Part2: 2050
Operation: L87, Current Value: 9, Part1: 365, Part2: 2050
Operation: L97, Current Value: 12, Part1: 365, Part2: 2051
Operation: L12, Current Value: 0, Part1: 366, Part2: 2051
Operation: L81, Current Value: 19, Part1: 366, Part2: 2052
Operation: L974, Current Value: 45, Part1: 366, Part2: 2062
Operation: R55, Current Value: 0, Part1: 367, Part2: 2063
Operation: R51, Current Value: 51, Part1: 367, Part2: 2063
Operation: R40, Current Value: 91, Part1: 367, Part2: 2063
Operation: R23, Current Value: 14, Part1: 367, Part2: 2064
Operation: R180, Current Value: 94, Part1: 367, Part2: 2065
Operation: L97, Current Value: 97, Part1: 367, Part2: 2066
Operation: L91, Current Value: 6, Part1: 367, Part2: 2066
Operation: R21, Current Value: 27, Part1: 367, Part2: 2066
Operation: R967, Current Value: 94, Part1: 367, Part2: 2075
Operation: L315, Current Value: 79, Part1: 367, Part2: 2078
Operation: R51, Current Value: 30, Part1: 367, Part2: 2079
Operation: L30, Current Value: 0, Part1: 368, Part2: 2079
Operation: R70, Current Value: 70, Part1: 368, Part2: 2079
Operation: L93, Current Value: 77, Part1: 368, Part2: 2080
Operation: L49, Current Value: 28, Part1: 368, Part2: 2080
Operation: L71, Current Value: 57, Part1: 368, Part2: 2081
Operation: R491, Current Value: 48, Part1: 368, Part2: 2086
Operation: L7, Current Value: 41, Part1: 368, Part2: 2086
Operation: R59, Current Value: 0, Part1: 369, Part2: 2087
Operation: R67, Current Value: 67, Part1: 369, Part2: 2087
Operation: L56, Current Value: 11, Part1: 369, Part2: 2087
Operation: L56, Current Value: 55, Part1: 369, Part2: 2088
Operation: L761, Current Value: 94, Part1: 369, Part2: 2096
Operation: L3, Current Value: 91, Part1: 369, Part2: 2096
Operation: L491, Current Value: 0, Part1: 370, Part2: 2100
Operation: L41, Current Value: 59, Part1: 370, Part2: 2101
Operation: R47, Current Value: 6, Part1: 370, Part2: 2102
Operation: L6, Current Value: 0, Part1: 371, Part2: 2102
Operation: R95, Current Value: 95, Part1: 371, Part2: 2102
Operation: L6, Current Value: 89, Part1: 371, Part2: 2102
Operation: R15, Current Value: 4, Part1: 371, Part2: 2103
Operation: R96, Current Value: 0, Part1: 372, Part2: 2104
Operation: L79, Current Value: 21, Part1: 372, Part2: 2105
Operation: R991, Current Value: 12, Part1: 372, Part2: 2115
Operation: R94, Current Value: 6, Part1: 372, Part2: 2116
Operation: R605, Current Value: 11, Part1: 372, Part2: 2122
Operation: R9, Current Value: 20, Part1: 372, Part2: 2122
Operation: R80, Current Value: 0, Part1: 373, Part2: 2123
Operation: R79, Current Value: 79, Part1: 373, Part2: 2123
Operation: R17, Current Value: 96, Part1: 373, Part2: 2123
Operation: R869, Current Value: 65, Part1: 373, Part2: 2132
Operation: R35, Current Value: 0, Part1: 374, Part2: 2133
Operation: L62, Current Value: 38, Part1: 374, Part2: 2134
Operation: R762, Current Value: 0, Part1: 375, Part2: 2142
Operation: L238, Current Value: 62, Part1: 375, Part2: 2145
Operation: L504, Current Value: 58, Part1: 375, Part2: 2150
Operation: R42, Current Value: 0, Part1: 376, Part2: 2151
Operation: R921, Current Value: 21, Part1: 376, Part2: 2160
Operation: L86, Current Value: 35, Part1: 376, Part2: 2161
Operation: R340, Current Value: 75, Part1: 376, Part2: 2164
Operation: L975, Current Value: 0, Part1: 377, Part2: 2173
Operation: L13, Current Value: 87, Part1: 377, Part2: 2174
Operation: R13, Current Value: 0, Part1: 378, Part2: 2175
Operation: R829, Current Value: 29, Part1: 378, Part2: 2183
Operation: R10, Current Value: 39, Part1: 378, Part2: 2183
Operation: L7, Current Value: 32, Part1: 378, Part2: 2183
Operation: R68, Current Value: 0, Part1: 379, Part2: 2184
Operation: R975, Current Value: 75, Part1: 379, Part2: 2193
Operation: L32, Current Value: 43, Part1: 379, Part2: 2193
Operation: R35, Current Value: 78, Part1: 379, Part2: 2193
Operation: L86, Current Value: 92, Part1: 379, Part2: 2194
Operation: R71, Current Value: 63, Part1: 379, Part2: 2195
Operation: R37, Current Value: 0, Part1: 380, Part2: 2196
Operation: L82, Current Value: 18, Part1: 380, Part2: 2197
Operation: L85, Current Value: 33, Part1: 380, Part2: 2198
Operation: L40, Current Value: 93, Part1: 380, Part2: 2199
Operation: L6, Current Value: 87, Part1: 380, Part2: 2199
Operation: L187, Current Value: 0, Part1: 381, Part2: 2200
Operation: L51, Current Value: 49, Part1: 381, Part2: 2201
Operation: L23, Current Value: 26, Part1: 381, Part2: 2201
Operation: L626, Current Value: 0, Part1: 382, Part2: 2207
Operation: R88, Current Value: 88, Part1: 382, Part2: 2207
Operation: R69, Current Value: 57, Part1: 382, Part2: 2208
Operation: L91, Current Value: 66, Part1: 382, Part2: 2209
Operation: L6, Current Value: 60, Part1: 382, Part2: 2209
Operation: L9, Current Value: 51, Part1: 382, Part2: 2209
Operation: L34, Current Value: 17, Part1: 382, Part2: 2209
Operation: R28, Current Value: 45, Part1: 382, Part2: 2209
Operation: L734, Current Value: 11, Part1: 382, Part2: 2216
Operation: R71, Current Value: 82, Part1: 382, Part2: 2216
Operation: R18, Current Value: 0, Part1: 383, Part2: 2217
Operation: L10, Current Value: 90, Part1: 383, Part2: 2218
Operation: L876, Current Value: 14, Part1: 383, Part2: 2226
Operation: R24, Current Value: 38, Part1: 383, Part2: 2226
Operation: L38, Current Value: 0, Part1: 384, Part2: 2226
Operation: L843, Current Value: 57, Part1: 384, Part2: 2235
Operation: L39, Current Value: 18, Part1: 384, Part2: 2235
Operation: L384, Current Value: 34, Part1: 384, Part2: 2239
Operation: L34, Current Value: 0, Part1: 385, Part2: 2239
Operation: R599, Current Value: 99, Part1: 385, Part2: 2244
Operation: L99, Current Value: 0, Part1: 386, Part2: 2244
Operation: L31, Current Value: 69, Part1: 386, Part2: 2245
Operation: R31, Current Value: 0, Part1: 387, Part2: 2246
Operation: R67, Current Value: 67, Part1: 387, Part2: 2246
Operation: R33, Current Value: 0, Part1: 388, Part2: 2247
Operation: L375, Current Value: 25, Part1: 388, Part2: 2251
Operation: R32, Current Value: 57, Part1: 388, Part2: 2251
Operation: R89, Current Value: 46, Part1: 388, Part2: 2252
Operation: L46, Current Value: 0, Part1: 389, Part2: 2252
Operation: L23, Current Value: 77, Part1: 389, Part2: 2253
Operation: R476, Current Value: 53, Part1: 389, Part2: 2258
Operation: R88, Current Value: 41, Part1: 389, Part2: 2259
Operation: R94, Current Value: 35, Part1: 389, Part2: 2260
Operation: L93, Current Value: 42, Part1: 389, Part2: 2261
Operation: R75, Current Value: 17, Part1: 389, Part2: 2262
Operation: R96, Current Value: 13, Part1: 389, Part2: 2263
Operation: R99, Current Value: 12, Part1: 389, Part2: 2264
Operation: L12, Current Value: 0, Part1: 390, Part2: 2264
Operation: L8, Current Value: 92, Part1: 390, Part2: 2265
Operation: R808, Current Value: 0, Part1: 391, Part2: 2274
Operation: L31, Current Value: 69, Part1: 391, Part2: 2275
Operation: R91, Current Value: 60, Part1: 391, Part2: 2276
Operation: L460, Current Value: 0, Part1: 392, Part2: 2280
Operation: L89, Current Value: 11, Part1: 392, Part2: 2281
Operation: L61, Current Value: 50, Part1: 392, Part2: 2282
Operation: L324, Current Value: 26, Part1: 392, Part2: 2285
Operation: L88, Current Value: 38, Part1: 392, Part2: 2286
Operation: L636, Current Value: 2, Part1: 392, Part2: 2292
Operation: L6, Current Value: 96, Part1: 392, Part2: 2293
Operation: L4, Current Value: 92, Part1: 392, Part2: 2293
Operation: R8, Current Value: 0, Part1: 393, Part2: 2294
Operation: R95, Current Value: 95, Part1: 393, Part2: 2294
Operation: L30, Current Value: 65, Part1: 393, Part2: 2294
Operation: L65, Current Value: 0, Part1: 394, Part2: 2294
Operation: R870, Current Value: 70, Part1: 394, Part2: 2302
Operation: L39, Current Value: 31, Part1: 394, Part2: 2302
Operation: L81, Current Value: 50, Part1: 394, Part2: 2303
Operation: R47, Current Value: 97, Part1: 394, Part2: 2303
Operation: L97, Current Value: 0, Part1: 395, Part2: 2303
Operation: L30, Current Value: 70, Part1: 395, Part2: 2304
Operation: L349, Current Value: 21, Part1: 395, Part2: 2307
Operation: R410, Current Value: 31, Part1: 395, Part2: 2311
Operation: R16, Current Value: 47, Part1: 395, Part2: 2311
Operation: R181, Current Value: 28, Part1: 395, Part2: 2313
Operation: R40, Current Value: 68, Part1: 395, Part2: 2313
Operation: R710, Current Value: 78, Part1: 395, Part2: 2320
Operation: L68, Current Value: 10, Part1: 395, Part2: 2320
Operation: L10, Current Value: 0, Part1: 396, Part2: 2320
Operation: L47, Current Value: 53, Part1: 396, Part2: 2321
Operation: L70, Current Value: 83, Part1: 396, Part2: 2322
Operation: L183, Current Value: 0, Part1: 397, Part2: 2323
Operation: L18, Current Value: 82, Part1: 397, Part2: 2324
Operation: R18, Current Value: 0, Part1: 398, Part2: 2325
Operation: R57, Current Value: 57, Part1: 398, Part2: 2325
Operation: L64, Current Value: 93, Part1: 398, Part2: 2326
Operation: L55, Current Value: 38, Part1: 398, Part2: 2326
Operation: L6, Current Value: 32, Part1: 398, Part2: 2326
Operation: L32, Current Value: 0, Part1: 399, Part2: 2326
Operation: L50, Current Value: 50, Part1: 399, Part2: 2327
Operation: R57, Current Value: 7, Part1: 399, Part2: 2328
Operation: R79, Current Value: 86, Part1: 399, Part2: 2328
Operation: R4, Current Value: 90, Part1: 399, Part2: 2328
Operation: L390, Current Value: 0, Part1: 400, Part2: 2331
Operation: R94, Current Value: 94, Part1: 400, Part2: 2331
Operation: L372, Current Value: 22, Part1: 400, Part2: 2334
Operation: R855, Current Value: 77, Part1: 400, Part2: 2342
Operation: L63, Current Value: 14, Part1: 400, Part2: 2342
Operation: L7, Current Value: 7, Part1: 400, Part2: 2342
Operation: R491, Current Value: 98, Part1: 400, Part2: 2346
Operation: R88, Current Value: 86, Part1: 400, Part2: 2347
Operation: L6, Current Value: 80, Part1: 400, Part2: 2347
Operation: L704, Current Value: 76, Part1: 400, Part2: 2354
